Etunimi,Lukumäärä
Sini-Johanna,10
Sini-Maaret,10
Siret,10
Sirina,10
Sirpa-Helena,10
Snöfrid,10
Stacy,10
Stella-Maria,10
Sukanya,10
Sunniva,10
Supaporn,10
Susanna-Maria,10
Svenja,10
Tahiti,10
Taija-Leena,10
Tarja-Maarit,10
Tehilla,10
Terhi-Maria,10
Tessaliina,10
Tiia-Marika,10
Tiinakaisa,10
Timja,10
Tonya,10
Tosca,10
Tuula-Mari,10
Ulli,10
Valdine,10
Valentiina,10
Vania,10
Verla,10
Vilma-Liina,10
Viri,10
Vladislava,10
Vlera,10
Walaa,10
Wilma-Lotta,10
Xiao,10
Yasamin,10
Yllka,10
Yuliia,10
Zakia,10
Zohal,10
Aahil,9
Aamo,9
Abaas,9
Abdelkrim,9
Abderrahman,9
Abdihakin,9
Abdikariim,9
Abdikarin,9
Abdimaalik,9
Abdirisaaq,9
Abdou,9
Abdulhakim,9
Abed,9
Abedin,9
Aland,9
Alexej,9
Alexios,9
Alexsander,9
Alonso,9
Amani,9
Andri,9
Angelos,9
Anse,9
Ansel,9
Anssi-Petteri,9
Antti-Ilari,9
Antti-Olavi,9
Apostolos,9
Arafat,9
Archie,9
Ardi,9
Arel,9
Ari-Tapani,9
Ari-Tapio,9
Ari-Veli,9
Armen,9
Arnaud,9
Artemii,9
Asim,9
Atakan,9
Athanasios,9
Atte-Pekka,9
Augusto,9
Awat,9
Ayrton,9
Azizullah,9
Baboucarr,9
Balázs,9
Benno,9
Blendi,9
Brett,9
Callum,9
Caner,9
Carl-Anders,9
Carl-Michael,9
Carson,9
Casperi,9
Cassius,9
César,9
Chan,9
Cihan,9
Claës,9
Curtis,9
Dawit,9
Declan,9
Denny,9
Denzel,9
Didar,9
Dijar,9
Drin,9
Ed,9
Eino-Veikko,9
Eitan,9
Elie,9
Elmar,9
Emerson,9
Emilian,9
Emmanouil,9
Enno,9
Enoch,9
Erjon,9
Esat,9
Esa-Tapio,9
Esa-Ville,9
Esmail,9
Essa,9
Evans,9
Ezel,9
Falah,9
Farouk,9
Farshad,9
Fazel,9
Filemon,9
Filiph,9
Fjodor,9
Frédéric,9
Fynn,9
Gábor,9
Gaurav,9
Gay,9
Grant,9
Guy-Erik,9
Haaruun,9
Hakon,9
Halmat,9
Hamit,9
Hanne,9
Harras,9
Hashem,9
Hassen,9
Hatem,9
Haval,9
Hayrettin,9
Heikka,9
Helmut,9
Hemen,9
Hemn,9
Hristo,9
Ignat,9
Iise,9
Iiska,9
Iku,9
Ilyes,9
Inge,9
Iosif,9
Iro,9
Isam,9
Jaakko-Petteri,9
Jaarli,9
Jafet,9
Jakim,9
Jallu,9
Jame,9
Jamo,9
Jani-Juhani,9
Jani-Tapani,9
Janne-Mikael,9
Janne-Veikko,9
Jari-Ville,9
Jarno-Petteri,9
Jassu,9
Jere-Juhani,9
Jeremie,9
Jermo,9
Jesse-Matias,9
Jhonny,9
Joackim,9
Joaquin,9
Jochen,9
Jofiel,9
Johnson,9
Josu,9
Juha-Martti,9
Juha-Tapani,9
Juha-Tuomas,9
Juho-Eemeli,9
Jussi-Matias,9
Jussimatti,9
Juuso-Matias,9
Kaj-Gustav,9
Kalev,9
Kari-Antti,9
Karimatti,9
Kari-Veikko,9
Karl-Anders,9
Karl-Axel,9
Karl-Gunnar,9
Karl-Mikael,9
Kayden,9
Keanu,9
Kim-Kristian,9
Kimmo-Petteri,9
Kimo,9
Kim-Peter,9
Klaus-Erik,9
Knuutti,9
Ko,9
Kosmos,9
Köpi,9
Lahoucine,9
Lajos,9
Lamine,9
Lars-Ove,9
Lasse-Matti,9
Lauri-Kalle,9
Leslie,9
Levin,9
Loki,9
Long,9
Lucian,9
Luciano,9
Lukman,9
Mac,9
Madis,9
Majd,9
Masood,9
Mathieu,9
Matjus,9
Mats-Johan,9
Matti-Oskari,9
Matti-Veikko,9
Matvej,9
Maunus,9
Maximo,9
MD.,9
Micu,9
Miica,9
Mika-Antti,9
Mika-Tapani,9
Mikhael,9
Mikk,9
Mikka,9
Mikko-Samuli,9
Mikko-Tapio,9
Mikolas,9
Miko-Matias,9
Miksu,9
Milco,9
Mille,9
Milon,9
Milot,9
Mirac,9
Miska-Matias,9
Mohamedamiin,9
Mohamed-Amin,9
Monir,9
Mosku,9
Murtaza,9
Naava,9
Namo,9
Nante,9
Neko,9
Nemanja,9
Nenad,9
Nermin,9
Nesta,9
Nexhat,9
Nhut,9
Nidal,9
Nihad,9
Niikka,9
Niikko,9
Niko-Joonas,9
Oleksi,9
Oleksiy,9
Olli-Eemeli,9
Olli-Jukka,9
Olli-Kalle,9
Olli-Tapio,9
Olliver,9
Otto-Petteri,9
Otto-Wille,9
Owe,9
Papu,9
Pasi-Petri,9
Patryk,9
Pauli-Petteri,9
Pehr-Olof,9
Petrit,9
Phuong,9
Pouya,9
Preston,9
Priit,9
Puja,9
Quy,9
Radu,9
Rae,9
Raido,9
Ramil,9
Ramy,9
Ran,9
Ranjit,9
Rasoul,9
Reinhold,9
Reo,9
Ridha,9
Roald,9
Rollo,9
Romet,9
Roni-Petteri,9
Safaa,9
Sakariya,9
Saleem,9
Sami-Seppo,9
Samu-Matias,9
Sandeep,9
Sangar,9
Santi,9
Sebastián,9
Sero,9
Seyyed,9
Shakir,9
Shukri,9
Sidi,9
Sigvald,9
Silvio,9
Simo-Matti,9
Simone,9
Simo-Santeri,9
Soner,9
Sorjo,9
Sten-Erik,9
Styrbjörn,9
Svantte,9
Sven-Eric,9
Sven-Ole,9
Taku,9
Tammi,9
Tatu-Petteri,9
Teoman,9
Tero-Jukka,9
Thobias,9
Tiger,9
Timon,9
Timo-Veikko,9
Timy,9
Tin,9
Tini,9
Tobia,9
Tom-Henrik,9
Tom-Johan,9
Tomme,9
Tom-Peter,9
Ton,9
Torkel,9
Torleif,9
Tuncay,9
Uku,9
Vasilios,9
Veele,9
Veli-Seppo,9
Vi,9
Viktori,9
Ville-Erik,9
Villehard,9
Villemarkus,9
Waqas,9
Wayne,9
Wilgot,9
Wyatt,9
Xhevdet,9
Yll,9
Yohannes,9
Yusif,9
Zachris,9
Zackarias,9
Zahid,9
Zahir,9
Zakhar,9
Zander,9
Zane,9
Zayd,9
Ziyad,9
Zoltan,9
Aale,9
Abby,9
Adaeze,9
Aino-Elisa,9
Aino-Sisko,9
Airin,9
Aja,9
Ajana,9
Akira,9
Aleena,9
Aliida,9
Alin,9
Alissia,9
Althea,9
Alya,9
Andra,9
Anida,9
Anilla,9
Anna-Inkeri,9
Annalea,9
Anna-Lyydia,9
Anna-Maaret,9
Anna-Marjaana,9
Anna-Mi,9
Anna-Mia,9
Anna-Rosa,9
Anna-Sara,9
Anne-Sofie,9
Anni-Eveliina,9
Anni-Katri,9
Anni-Roosa,9
Ann-Kristine,9
Ann-Len,9
Anu-Marika,9
Anu-Tuulia,9
Arezu,9
Arja-Maarit,9
Arlette,9
Aseel,9
Atena,9
Aurela,9
Auriina,9
Avelina,9
Aye,9
Aysel,9
Azhaar,9
Azita,9
Baraa,9
Batul,9
Bernadette,9
Betina,9
Betsy,9
Biljana,9
Billie,9
Bo,9
Bozena,9
Britt-Helen,9
Cami,9
Candice,9
Cansu,9
Caritta,9
Cataleya,9
Ceren,9
Chandra,9
Christal,9
Cindi,9
Clare,9
Clea,9
Clementine,9
Connie,9
Cristine,9
Daga,9
Dali,9
Dragana,9
Duha,9
Eetu,9
Eeva-Maaria,9
Eija-Anneli,9
Eija-Elina,9
Eija-Helena,9
Eija-Marja,9
Eila-Sisko,9
Eirin,9
Elana,9
Elanor,9
Eliora,9
Ella-Leena,9
Elle-Maria,9
Elli-Nora,9
Eloisa,9
Elvy,9
Elwira,9
Emmakaisa,9
Emmaliisa,9
Emmi-Liina,9
Emmi-Riina,9
Ermira,9
Essi-Mari,9
Eva-Kaisa,9
Eva-Kristina,9
Eve-Maria,9
Fabiana,9
Fabiola,9
Fannie,9
Fanny-Maria,9
Fawzia,9
Federica,9
Felia,9
Felix,9
Fikrije,9
Fina,9
Ganga,9
Geraldine,9
Gillian,9
Gisele,9
H,9
Habiiba,9
Hanne-Kaisa,9
Hanne-Riikka,9
Hanni-Mari,9
Heddy,9
Heidi-Hannele,9
Heidi-Johanna,9
Heidi-Marie,9
Helea,9
Heli-Anneli,9
Heli-Maaria,9
Helmi-Lilja,9
Helmi-Riitta,9
Henje,9
Henna-Emilia,9
Hera,9
Hilkka-Leena,9
Hoai,9
Hodo,9
Hoodo,9
Htoo,9
Huyen,9
Ida-Elina,9
Ida-Eveliina,9
Ida-Liina,9
Ida-Lina,9
Iida-Eveliina,9
Iidamari,9
Iimaan,9
Iina-Riikka,9
Ilayda,9
Imelda,9
Ing-Maj,9
Inja,9
Inkaliina,9
Inka-Liina,9
Iwona,9
Jadelia,9
Jadelina,9
Janett,9
Jani,9
Jassi,9
Jeanine,9
Jehona,9
Jenna-Maaria,9
Jennamari,9
Jennimaria,9
Jesmina,9
Jevgenija,9
Jillian,9
Jolene,9
Jolin,9
Jonna-Marika,9
Joséphine,9
Juniper,9
Jusra,9
Juta,9
Kadija,9
Kaisa-Helena,9
Kaisaliisa,9
Kaisla-Kerttu,9
Kaisu-Liisa,9
Kajo,9
Kari,9
Katianna,9
Katina,9
Katjuska,9
Katri-Elina,9
Katri-Leena,9
Katri-Mari,9
Kavita,9
Khatera,9
Kirsimari,9
Kirsti-Maija,9
Kobra,9
Lale,9
Lava,9
Layal,9
Leela,9
Leilani,9
Lemmikki,9
Leonna,9
Liel,9
Liina-Kaisa,9
Liisamaria,9
Lillan,9
Lilyana,9
Lina-Maria,9
Lis-Beth,9
Lise-Maj,9
Lori,9
Love,9
Lubna,9
Lumilia,9
Luminia,9
Madelaine,9
Maiia,9
Maiju-Liisa,9
Mako,9
Man,9
Marcia,9
Maria-Elisa,9
Mariem,9
Mari-Kristiina,9
Marilena,9
Mari-Lotta,9
Marilou,9
Mari-Tuulia,9
Marjo-Rita,9
Maureen,9
Medine,9
Meeri-Maria,9
Mehri,9
Melian,9
Melise,9
Mena,9
Menja,9
Meri-Sisko,9
Meri-Tuulikki,9
Merja-Anneli,9
Meron,9
Mery,9
Mia-Liisa,9
Miia-Johanna,9
Miia-Riina,9
Miina-Liisa,9
Miina-Mari,9
Milan,9
Milica,9
Milla-Maija,9
Millariina,9
Milla-Riitta,9
Milla-Sofia,9
Milly,9
Milya,9
Minja-Maria,9
Minttumaria,9
Mirabelle,9
Mirel,9
Miritza,9
Mirjaliisa,9
Mo,9
Moana,9
Monalisa,9
Mónika,9
Naema,9
Narmin,9
Nasim,9
Nasriin,9
Nataly,9
Neetta,9
Neilikka,9
Nell,9
Nelli-Sofia,9
Nemo,9
Nenni,9
Nga,9
Niina-Liisa,9
Niina-Maarit,9
Nikole,9
Niloufar,9
Ninni-Maria,9
Nino,9
Nnenna,9
Nuria,9
Oda,9
Ola,9
Oline,9
Olive,9
Oona-Lotta,9
Oona-Mari,9
Orsolya,9
Orvo,9
Oula,9
Outi-Elina,9
Papu,9
Paw,9
Pertta,9
Pettiina,9
Pia-Lena,9
Pia-Riikka,9
Pia-Sisko,9
Piippa,9
Pilke,9
Pilvikki,9
Pinar,9
Pirjo-Helena,9
Pirkitta,9
Priyanka,9
Puro,9
Päivi-Johanna,9
Rachelle,9
Rachida,9
Rada,9
Raghad,9
Raja,9
Rajana,9
Ramina,9
Rebeka,9
Rei,9
Rhonda,9
Riika-Maria,9
Riikkamari,9
Rispa,9
Ritja,9
Rojin,9
Romi,9
Ronak,9
Rosa-Emilia,9
Rosella,9
Rosmari,9
Routa,9
Rufina,9
Rukia,9
Runa-Lisa,9
Saamiya,9
Saana-Mari,9
Sabira,9
Saira,9
Saliha,9
Sallamaaria,9
Sallariina,9
Salla-Riina,9
Salmo,9
Salvia,9
Samiro,9
Samu,9
Sandra-Maria,9
Sanije,9
Sanna-Elina,9
Sanna-Helena,9
Sanna-Sisko,9
Sara-Juulia,9
Saramaria,9
Sasu,9
Satumaria,9
Satu-Tuulia,9
Sawda,9
Saya,9
Seema,9
Seida,9
Seija-Sinikka,9
Sela,9
Seren,9
Serita,9
Shatha,9
Sifa,9
Sihem,9
Siida,9
Siiri-Maija,9
Simran,9
Sinianna,9
Sini-Mari,9
Sinimaria,9
Sisko-Riitta,9
Skylar,9
Snezhana,9
Soli,9
Suela,9
Sunná,9
Sunny,9
Sura,9
Susette,9
Suska,9
Susse,9
Tabarak,9
Taina-Liisa,9
Taina-Maija,9
Tam,9
Tao,9
Tarja-Maija,9
Taru-Leena,9
Tatsiana,9
Terése,9
Teresita,9
Tertta,9
Terttu-Kaarina,9
Tiiamaria,9
Tiia-Noora,9
Tikva,9
Tini,9
Tonia,9
Tricia,9
Tuija-Maria,9
Tuli,9
Tuula-Kaarina,9
Ulla-Christina,9
Ulla-Maaria,9
Urszula,9
Vaili,9
Valmu,9
Veanna,9
Veera-Liisa,9
Veina,9
Viiu,9
Viive,9
Viivi-Sofia,9
Vilena,9
Vili,9
Vilma-Maria,9
Virpi-Maria,9
Wen,9
Wendi,9
Y,9
Yildiz,9
Yona,9
Yousra,9
Yuk,9
Zakiya,9
Aadel,8
Aamir,8
Aatu-Eemeli,8
Aayan,8
Abdelhakim,8
Abdelmalek,8
Abdihakiim,8
Abdilahi,8
Abdulfatah,8
Abdulmalik,8
Abdulwahid,8
Abrar,8
Abul,8
Ade,8
Aivo,8
Ajay,8
Akilles,8
Aki-Ville,8
Alden,8
Ales,8
Aliaksandr,8
Amed,8
Anatolij,8
Anel,8
Anouar,8
Ánte,8
Anttijuhani,8
Antti-Sakari,8
Aqeel,8
Arbër,8
Aria,8
Arimatti,8
Arnav,8
Arttu-Matti,8
Asaf,8
Atef,8
Ayaanle,8
Bahri,8
Bailey,8
Bakary,8
Bart,8
Barzan,8
Basel,8
Basim,8
Basri,8
Batuhan,8
Ben-Erik,8
Berkan,8
Bernardo,8
Bo-Anders,8
Bo-Gustav,8
Brayan,8
Carel,8
Carl-Anton,8
Carl-Emil,8
Carl-Victor,8
Carl-Wilhelm,8
Celal,8
Chau,8
Chung,8
Cornelis,8
Daniar,8
Daryl,8
Deng,8
Dler,8
Domi,8
Doron,8
Dren,8
Durim,8
Ebou,8
Edel,8
Edouard,8
Eewert,8
Egert,8
Eijo,8
Eka,8
Ekko,8
Eko,8
Eljami,8
Eman,8
Ergin,8
Eris,8
Ermin,8
Ersin,8
Esad,8
Esa-Heikki,8
Essam,8
Faik,8
Farhaan,8
Fevzi,8
Flavio,8
Franck,8
Gene,8
Gennadii,8
Gezim,8
Gino,8
Gottfrid,8
Haarun,8
Hakki,8
Hannu-Petteri,8
Hannu-Tapio,8
Hanssi,8
Harri-Matti,8
Hawre,8
Hazem,8
Heljo,8
Henri-Petteri,8
Henryk,8
Hoai,8
Hosein,8
Htoo,8
Hussam,8
Iakov,8
Iaroslav,8
Ignacio,8
Ikechukwu,8
Imer,8
Issam,8
Izet,8
Jaabir,8
Jaakko-Ilkka,8
Jabir,8
Jacek,8
Jackie,8
Jade,8
Jan-Fredrik,8
Janne-Joonas,8
Jan-Ola,8
Jan-Olav,8
Jarkka,8
Jarl-Olof,8
Jarmo-Juhani,8
Jarne,8
Jaser,8
Javid,8
Jean-Paul,8
Jemias,8
Jemil,8
Jere-Joonas,8
Jericho,8
Jerico,8
Jermi,8
Jia,8
Joda,8
Johnnie,8
Joonis,8
Joppe,8
Jorgos,8
Joutsi,8
Juho-Joonas,8
Juho-Kustaa,8
Juho-Veikko,8
Jukka-Antero,8
Juli,8
Jusif,8
Jussi-Antti,8
Jyri-Jukka,8
Kaarel,8
Kadri,8
Kael,8
Kaj-Gunnar,8
Kaj-Ole,8
Kalle-Heikki,8
Kamaran,8
Kari-Markus,8
Kari-Petri,8
Karl-Kristian,8
Karsten,8
Kasra,8
Kazi,8
Kemo,8
Kendrick,8
Kero,8
Kid,8
Kimon,8
Konni,8
Kosar,8
Kuu,8
Lahcen,8
Larbi,8
Lars-Christian,8
Lars-Mikael,8
Lenno,8
Leo-Petteri,8
Levent,8
Lo,8
Lorens,8
Lorent,8
Maciej,8
Mahesh,8
Maltti,8
Mani,8
Mansoor,8
Martti-Mikael,8
Marttin,8
Matej,8
Mathew,8
Mattus,8
Maximilien,8
Mehrdad,8
Melih,8
Micha,8
Michalis,8
Migel,8
Mihalis,8
Mihály,8
Mihkal,8
Mihkku,8
Miika-Petteri,8
Mikaël,8
Mika-Kristian,8
Mileon,8
Miliam,8
Miroel,8
Mixu,8
Mohamedamin,8
Muayad,8
Muhammet,8
Muzaffer,8
Nahom,8
Najiib,8
Nate,8
Natnael,8
Nazmi,8
Nehat,8
Nevzat,8
Nicodemus,8
Niilo-Pekka,8
Niko-Kristian,8
Niko-Matias,8
Nils-Eric,8
Nils-Henrik,8
Nir,8
Noak,8
Nyrki,8
Oguz,8
Olaus,8
Olli-Markus,8
Olli-Petri,8
Omed,8
Onnimanni,8
Onni-Petteri,8
Oren,8
Orson,8
Osamah,8
Oumar,8
Outi,8
Pave,8
Pena,8
Perry,8
Petka,8
Peyman,8
Phong,8
Pyry-Matti,8
Qendrim,8
Raj,8
Rajesh,8
Ramyar,8
Rana,8
Rashad,8
Rauf,8
Raúl,8
Rawand,8
Rayane,8
Redouane,8
Ren,8
Reno,8
Repo,8
Rezgar,8
Rhys,8
Ricu,8
Roby,8
Rodolfo,8
Rolf-Erik,8
Routa,8
Rowan,8
Rubert,8
Saban,8
Sabit,8
Saed,8
Safa,8
Safi,8
Salu,8
Sami-Juhani,8
Sami-Kalle,8
Sami-Markus,8
Samsa,8
Sandy,8
Saro,8
Saroj,8
Sasu-Pekka,8
Saulo,8
Savas,8
Savelii,8
Saw,8
Sayd,8
Seamus,8
Sefer,8
Sepe,8
Sergej,8
Shah,8
Shay,8
Shorsh,8
Simen,8
Skyler,8
Sol,8
Soufiane,8
Stig-Ole,8
Suat,8
Suhayb,8
Sumit,8
Suresh,8
Sven-Åke,8
Tayfun,8
Taylor,8
Tero-Tapani,8
Tewodros,8
Thamer,8
Thim,8
Thony,8
Tibor,8
Tihon,8
Timofej,8
Timo-Tuomas,8
Tyyko,8
Ulf-Göran,8
Unik,8
Uri,8
Urim,8
Valerian,8
Vantte,8
Veton,8
Vikki,8
Vilius,8
Ville-Jaakko,8
Vilpo,8
Vilppo,8
Vincenzo,8
Vinnie,8
Visa-Valtteri,8
Vlad,8
Voldemar,8
Väinä,8
Wahid,8
Walentin,8
Wallu,8
Willi,8
Win,8
Wing,8
Yasar,8
Yaseen,8
Ye,8
Yonas,8
Younus,8
Yunes,8
Yuval,8
Yves,8
Zahar,8
Zebastian,8
Ziggy,8
Aaisha,8
Aata,8
Adelma,8
Adine,8
Afiifa,8
Aija-Mari,8
Aila-Maria,8
Ainaz,8
Aino-Kaarina,8
Aino-Marjatta,8
Aino-Riikka,8
Aisa,8
Aishah,8
Ajsa,8
Allegra,8
Amarachi,8
Ameli,8
Amiina,8
Anabella,8
Anea,8
Angeliki,8
Angie,8
Anna-Johanna,8
Anna-Kerttu,8
Anna-Loviisa,8
Annamária,8
Annareeta,8
Ann-Christina,8
Ann-Cristine,8
Anne-Carita,8
Anne-Irene,8
Anne-Katriina,8
Anneke,8
Ann-Gret,8
Anni-Maarit,8
Anni-Pauliina,8
Annita,8
Annlis,8
Annuliina,8
Anouk,8
Anu-Kaarina,8
Anuradha,8
Anu-Sisko,8
Arja-Kaarina,8
Aronia,8
Assia,8
Auli-Maija,8
Ayala,8
Aysegül,8
Azhar,8
Barita,8
Batoul,8
Beanna,8
Bina,8
Birkitta,8
Bisharo,8
Caitlyn,8
Canan,8
Catariina,8
Ceela,8
Chanette,8
Charlott,8
Cherry,8
Chiamaka,8
Chiman,8
Chrisse,8
Ciana,8
Clary-Ann,8
Csilla,8
Dafna,8
Daina,8
Dalya,8
Darlene,8
Debra,8
Delina,8
Delphine,8
Deqo,8
Dicle,8
Domna,8
Doreen,8
Duygu,8
Ecrin,8
Edvina,8
Eijaliisa,8
Eila-Kaarina,8
Eila-Maria,8
Elaha,8
Elfrida,8
Elinne,8
Elinore,8
Elisa-Maria,8
Elle-Sofia,8
Elli-Marja,8
Elpi,8
Else-Britt,8
Elve,8
Elviina,8
Émilie,8
Emmanuela,8
Emmanuella,8
Emmanuelle,8
Emma-Riina,8
Emmastiina,8
Emme,8
Emmeli,8
Emmi-Karoliina,8
Emmi-Liisa,8
Emy,8
Enna-Sofia,8
Enrica,8
Enrika,8
Erja-Maija,8
Erla,8
Esmi,8
Esraa,8
Essie,8
Essi-Noora,8
Eva-Britt,8
Eva-Maj,8
Evilla,8
Eylül,8
Faiso,8
Fanni-Maria,8
Fardus,8
Farzaneh,8
Fathima,8
Fatiha,8
Ferdane,8
Fernanda,8
Fidan,8
Fiia-Maria,8
Florije,8
Fotini,8
Genet,8
Genevieve,8
Gergana,8
Glenda,8
Greete,8
Grethel,8
Gullbritt,8
Gunne,8
Gunne-Maj,8
Gunni-Maj,8
Hakima,8
Haliimo,8
Halime,8
Hanna-Kristiina,8
Hanna-Marie,8
Hanna-Stina,8
Harper,8
Hasti,8
Heide,8
Heidimaria,8
Helia,8
Helja,8
Helmi-Ilona,8
Helmina,8
Hennika,8
Henni-Maria,8
Hilli,8
Hoa,8
Hue,8
Iben,8
Ibtisaam,8
Idaliina,8
Iida-Juulia,8
Iida-Maaria,8
Iida-Marja,8
Iisa-Maria,8
Iitamari,8
Iitamaria,8
Ildiko,8
Ilse-Maj,8
Ineza,8
Ingemaj,8
Ing-Marie,8
Inka-Leena,8
Inka-Lilja,8
Inki,8
Iqlas,8
Jaana-Kristiina,8
Jaana-Riitta,8
Jacinda,8
Jainaba,8
Jamelia,8
Janea,8
Janja,8
Jannie,8
Janni-Mari,8
Jaroslava,8
Jasu,8
Jawahir,8
Jelissa,8
Jemila,8
Jeniina,8
Jenna-Lotta,8
Jenna-Marika,8
Jenna-Miia,8
Jenniliisa,8
Jesmiina,8
Jeta,8
Jie,8
Jinan,8
Joann,8
Jola,8
Jonna-Juulia,8
Joona,8
Julian,8
Julienne,8
Jyoti,8
Kaddy,8
Kaie,8
Kaisa-Riikka,8
Kani,8
Kanyarat,8
Kasmira,8
Kaste,8
Katla,8
Katri-Anna,8
Keea,8
Kertu,8
Kezia,8
Khalida,8
Kieu,8
Kiia-Sofia,8
Kiida,8
Kira-Maria,8
Kiran,8
Kirsi-Maaret,8
Kirsi-Tiina,8
Kirstin,8
Kit,8
Kjerstin,8
Klavdia,8
Kreetta-Liisa,8
Kristella,8
Kristian,8
Kristiine,8
Kseniya,8
Laara,8
Laetitia,8
Lalita,8
Laura-Lotta,8
Leena-Maarit,8
Lenni,8
Léonie,8
Leslie,8
Lexi,8
Leylo,8
Lidiia,8
Lidiya,8
Liini,8
Liisa-Kaarina,8
Liisa-Marjatta,8
Liise,8
Lilie,8
Lill,8
Lina-Lotta,8
Lindita,8
Lisel,8
Lisse,8
Loan,8
Lois,8
Lua,8
Lumi-Sofia,8
Lya,8
Maana,8
Mabel,8
Madelin,8
Madiha,8
Maggi,8
Mahlet,8
Maijariitta,8
Maiken,8
Maivor,8
Majda,8
Maj-Helen,8
Malinda,8
Mansi,8
Marfa,8
Margalit,8
Margarete,8
Margo,8
Maria-Christina,8
Maria-Kaisa,8
Maria-Karoliina,8
Maria-Pia,8
Maricel,8
Marie-Anne,8
Mariet,8
Mari-Helen,8
Mari-Kaarina,8
Marikaisa,8
Mari-Louise,8
Mari-Pauliina,8
Marites,8
Marja-Katriina,8
Marjama,8
Marja-Tuulia,8
Marjo-Helena,8
Marjoriikka,8
Marru,8
Maryanne,8
May-Gret,8
Mays,8
Meia,8
Memmu,8
Merena,8
Mereta,8
Meri-Maija,8
Mia-Leena,8
Mihane,8
Miiru,8
Miléa,8
Mileena,8
Milja-Sofia,8
Milka-Maria,8
Milla-Lotta,8
Ming,8
Minire,8
Minna-Helena,8
Minnariikka,8
Mirena,8
Mirita,8
Mirjeta,8
Mirka-Leena,8
Mirva-Leena,8
Mobina,8
Mona-Liisa,8
Mst,8
Mu,8
Märit,8
Nabaa,8
Naja,8
Najat,8
Nanami,8
Naomie,8
Nashaad,8
Nastaran,8
Nazli,8
Ndey,8
Neea-Emilia,8
Neea-Sofia,8
Neneh,8
Neslihan,8
Nevia,8
Nexhmije,8
Nian,8
Nico,8
Nihal,8
Niina-Marika,8
Nina-Liisa,8
Ninka,8
Njomza,8
Noora-Mari,8
Nuray,8
Nusrat,8
Nuuro,8
Oona-Maija,8
Outi-Maija,8
Pelin,8
Petra-Pauliina,8
Petra-Sofia,8
Pia-Kristina,8
Pia-Stina,8
Pihlaja,8
Piia-Sisko,8
Piki,8
Pinka,8
Pirjo-Kaarina,8
Pirkko-Maija,8
Pola,8
Prisha,8
Purity,8
Qaali,8
Qendresa,8
Qian,8
Rafif,8
Ragnborg,8
Rahime,8
Rahmah,8
Randi,8
Rani,8
Raqia,8
Rasmus,8
Ratree,8
Raune,8
Raya,8
Repekka,8
Reyhan,8
Riia-Liisa,8
Riia-Mari,8
Riikkaleena,8
Riina-Emilia,8
Ritaj,8
Rital,8
Rochelle,8
Roo,8
Roosa-Marja,8
Roosa-Sofia,8
Rosa-Maaria,8
Rosamari,8
Roselia,8
Rowena,8
Rozerin,8
Ruqiya,8
Ruweida,8
Saara-Emilia,8
Saara-Marja,8
Saffron,8
Sainab,8
Sairi,8
Salam,8
Samanta,8
San,8
Sanda,8
Sanna-Lotta,8
Sannika,8
Sannimaria,8
Saraella,8
Sara-Ella,8
Sara-Maaria,8
Sara-Marie,8
Sari-Marjut,8
Satu-Anna,8
Satu-Annika,8
Satu-Marjut,8
Satu-Minna,8
Satu-Pauliina,8
Satu-Riitta,8
Selmi,8
Senait,8
Sere,8
Sessi,8
Severiina,8
Sevil,8
Shahd,8
Shahed,8
Shakira,8
Shamis,8
Shana,8
Shanna,8
Shara,8
Sheena,8
Shirel,8
Sigrun,8
Siia,8
Silja-Maaria,8
Sini-Linnea,8
Sini-Päivi,8
Sini-Sisko,8
Sinituuli,8
Sinna-Sofia,8
Sinni,8
Siria,8
Sirpa-Sisko,8
Skyla,8
Sofiella,8
Sofina,8
Soivi,8
Solweig,8
Soumia,8
Stacey,8
Suaad,8
Suhuur,8
Sumaja,8
Suvi-Anne,8
Suvi-Annika,8
Suvi-Hannele,8
Suvi-Juulia,8
Tahereh,8
Tahmina,8
Taija-Maria,8
Taija-Tuulia,8
Taina-Mari,8
Tamana,8
Tamanna,8
Tani,8
Tanja-Leena,8
Tasneem,8
Terhi-Tuulikki,8
Tiia-Lotta,8
Tiia-Maija,8
Tiina-Kaarina,8
Tiina-Susanna,8
Tiisa,8
Tímea,8
Tittamari,8
Toivikki,8
Tram,8
Trifa,8
Tuba,8
Tuija-Maarit,8
Tuija-Mari,8
Tuija-Sisko,8
Tuiri,8
Tulan,8
Tuula-Leena,8
Tuula-Sisko,8
Ulla-Marjatta,8
Ulla-May,8
Ulla-Terttu,8
Uwase,8
Venla-Maija,8
Venla-Sofia,8
Veronique,8
Vi,8
Vibeke,8
Vicki,8
Viivu,8
Vilja-Tuulia,8
Virva-Tuulia,8
Vivea,8
Wahida,8
Wasana,8
Wilmiina,8
Xuan,8
Yanina,8
Yumna,8
Yun,8
Yuna,8
Zahara,8
Ziba,8
Zohreh,8
Zora,8
Aaro-Matti,7
Aaroni,7
Aarush,7
Abdelilah,7
Abdeljalil,7
Abdelmajid,7
Abdigani,7
Abdinur,7
Abdirashiid,7
Abdisamed,7
Abdulmajid,7
Abdulqader,7
Abdulwahab,7
Adama,7
Ahmednur,7
Aidin,7
Akbar,7
Alar,7
Aleksandre,7
Alexanteri,7
Alim,7
Alistair,7
Amanj,7
Amanuel,7
Amarjit,7
Anand,7
Anastasios,7
